2024-05-26 21:14:34 [Thread-5] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2024-05-26 21:14:34 [Thread-5] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
2024-05-26 21:14:34 [restartedMain] INFO  c.h.p.R.RingRingRingApplication - Starting RingRingRingApplication using Java 17.0.7 with PID 19372 (G:\project\RingRingRing\target\classes started by WeSeongGu in G:\project\RingRingRing)
2024-05-26 21:14:34 [restartedMain] INFO  c.h.p.R.RingRingRingApplication - The following 1 profile is active: "local"
2024-05-26 21:14:34 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2024-05-26 21:14:34 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 13 ms. Found 5 JPA repository interfaces.
2024-05-26 21:14:34 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 9090 (http)
2024-05-26 21:14:34 [restartedMain] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-9090"]
2024-05-26 21:14:34 [restartedMain] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2024-05-26 21:14:34 [restartedMain] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.19]
2024-05-26 21:14:34 [restartedMain] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2024-05-26 21:14:34 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 413 ms
2024-05-26 21:14:34 [restartedMain] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2024-05-26 21:14:34 [restartedMain] INFO  o.h.c.i.RegionFactoryInitiator - HHH000026: Second-level cache disabled
2024-05-26 21:14:34 [restartedMain] INFO  o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
2024-05-26 21:14:34 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-2 - Starting...
2024-05-26 21:14:34 [restartedMain] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-2 - Added connection com.mysql.cj.jdbc.ConnectionImpl@f9bb9c6
2024-05-26 21:14:34 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-2 - Start completed.
2024-05-26 21:14:34 [restartedMain] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2024-05-26 21:14:34 [restartedMain] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2024-05-26 21:14:35 [restartedMain] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2024-05-26 21:14:36 [restartedMain] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@3400ebc2, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@12544299, org.springframework.security.web.context.SecurityContextHolderFilter@2bbc122f, org.springframework.security.web.header.HeaderWriterFilter@346f2711, org.springframework.web.filter.CorsFilter@2f668d22, org.springframework.security.web.authentication.logout.LogoutFilter@711aed06, com.hallym.project.RingRingRing.jwt.JWTFilter@19e0d75b, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@1401db65, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@591b315b, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@2a8d615e, org.springframework.security.web.session.SessionManagementFilter@3e5babe7, org.springframework.security.web.access.ExceptionTranslationFilter@35b14663, org.springframework.security.web.access.intercept.AuthorizationFilter@6bcbaf6a]
2024-05-26 21:14:36 [restartedMain] INFO  o.s.l.c.s.AbstractContextSource - Property 'userDn' not set - anonymous context will be used for read-only operations
2024-05-26 21:14:36 [restartedMain] INFO  o.s.b.d.a.OptionalLiveReloadServer - LiveReload server is running on port 35729
2024-05-26 21:14:36 [restartedMain] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-9090"]
2024-05-26 21:14:36 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 9090 (http) with context path ''
2024-05-26 21:14:36 [restartedMain] INFO  c.h.p.R.RingRingRingApplication - Started RingRingRingApplication in 2.579 seconds (process running for 19.644)
2024-05-26 21:14:36 [restartedMain] INFO  o.s.b.d.a.ConditionEvaluationDeltaLoggingListener - Condition evaluation unchanged
2024-05-26 21:14:44 [http-nio-9090-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2024-05-26 21:14:44 [http-nio-9090-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2024-05-26 21:14:44 [http-nio-9090-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 1 ms
2024-05-26 21:14:44 [http-nio-9090-exec-1] INFO  c.h.p.RingRingRing.jwt.JWTFilter - [인중 가 진행] ensd point: http://localhost:9090/aicall/2
2024-05-26 21:14:44 [http-nio-9090-exec-1] INFO  c.h.p.RingRingRing.jwt.JWTFilter - [인중 가 통과]: dnltjdrn@naver.com endpoint: /aicall/2
2024-05-26 21:14:44 [http-nio-9090-exec-1] INFO  c.h.p.R.AI.AICallController - 접근 성공
2024-05-26 21:15:04 [RMI TCP Connection(10)-127.0.0.1] INFO  o.s.b.a.SpringApplicationAdminMXBeanRegistrar$SpringApplicationAdmin - Application shutdown requested.
2024-05-26 21:15:04 [RMI TCP Connection(10)-127.0.0.1] INFO  o.a.coyote.http11.Http11NioProtocol - Stopping ProtocolHandler ["http-nio-9090"]
2024-05-26 21:15:04 [RMI TCP Connection(10)-127.0.0.1] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2024-05-26 21:15:04 [RMI TCP Connection(10)-127.0.0.1] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-2 - Shutdown initiated...
2024-05-26 21:15:04 [RMI TCP Connection(10)-127.0.0.1] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-2 - Shutdown completed.
2024-05-26 21:15:29 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
2024-05-26 21:15:29 [main] INFO  c.h.p.R.RingRingRingApplicationTests - Starting RingRingRingApplicationTests using Java 17.0.7 with PID 25428 (started by WeSeongGu in G:\project\RingRingRing)
2024-05-26 21:15:29 [main] INFO  c.h.p.R.RingRingRingApplicationTests - The following 1 profile is active: "local"
2024-05-26 21:15:29 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2024-05-26 21:15:29 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 137 ms. Found 5 JPA repository interfaces.
2024-05-26 21:15:30 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2024-05-26 21:15:31 [main] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 6.4.4.Final
2024-05-26 21:15:31 [main] INFO  o.h.c.i.RegionFactoryInitiator - HHH000026: Second-level cache disabled
2024-05-26 21:15:31 [main] INFO  o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
2024-05-26 21:15:31 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2024-05-26 21:15:31 [main] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@154b0748
2024-05-26 21:15:31 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2024-05-26 21:15:32 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2024-05-26 21:15:32 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2024-05-26 21:15:32 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2024-05-26 21:15:34 [main] INFO  o.s.d.j.r.query.QueryEnhancerFactory - Hibernate is in classpath; If applicable, HQL parser will be used.
2024-05-26 21:15:36 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@4c32428a, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@4812c244, org.springframework.security.web.context.SecurityContextHolderFilter@66741691, org.springframework.security.web.header.HeaderWriterFilter@fffdd40, org.springframework.web.filter.CorsFilter@231e5af, org.springframework.security.web.authentication.logout.LogoutFilter@4639d92c, com.hallym.project.RingRingRing.jwt.JWTFilter@89537c1, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@591ae3dd, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@20a4f67a, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@56ed024b, org.springframework.security.web.session.SessionManagementFilter@42ca6733, org.springframework.security.web.access.ExceptionTranslationFilter@80ca2c3, org.springframework.security.web.access.intercept.AuthorizationFilter@6f54a7be]
2024-05-26 21:15:36 [main] INFO  o.s.l.c.s.AbstractContextSource - Property 'userDn' not set - anonymous context will be used for read-only operations
2024-05-26 21:15:37 [main] INFO  c.h.p.R.RingRingRingApplicationTests - Started RingRingRingApplicationTests in 8.465 seconds (process running for 9.229)
2024-05-26 21:15:37 [SpringApplicationShutdownHook] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2024-05-26 21:15:37 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2024-05-26 21:15:37 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
